id,name,telphone,address,city-region,city,province-region,province,place
1126,天津怡路天成汽车部件有限公司,022-23962666-8101,天津市西青区大寺开发区高新技术产业园储源道16号,120000,天津市,25,天津,"38.999646,117.279168"
667,重庆市国亚汽车销售有限公司,023-47589555,重庆市江津区德感街道德感工业园区B-08,500000,重庆市,31,重庆,"29.269396,106.238565"
699,重庆华威腾亚汽车销售服务有限公司,023--67605515,重庆市江北区南桥寺盘溪路304号,500000,重庆市,31,重庆,"29.596258,106.490298"
731,重庆辰宇鑫亚汽车销售有限公司,023-44599999,重庆市潼南县创业大道99号,500000,重庆市,31,重庆,"30.15498,105.825458"
777,重庆协信宏亚汽车销售服务有限公司,023-62417777,重庆市巴南区渝南大道20号（龙洲大道西部国际汽车城5号楼旁）,500000,重庆市,31,重庆,"29.481175,106.565263"
810,重庆康安起悦汽车销售有限公司,023-87169888,重庆市永川区昌州大道中段629号,500000,重庆市,31,重庆,"29.367162,105.90754"
834,重庆渝亚汽车销售服务有限公司,023-88109888,重庆市九龙坡区石新路176号,500000,重庆市,31,重庆,"29.527694,106.461559"
888,重庆市现代高新汽车服务有限公司,023-86300808,重庆市经济技术开发区白鹤路100号,500000,重庆市,31,重庆,"29.520899,106.562401"
889,重庆中汽西南韩亚汽车有限公司,023-89112828,重庆市北部新区金渝大道99号附6号,500000,重庆市,31,重庆,"29.646554,106.578122"
1022,重庆商社启迪汽车销售服务有限公司,023-86888333,重庆市北部新区华园路一巷1号2幢第1层至第2层,500000,重庆市,31,重庆,"29.6096268,106.566807"
1032,重庆商社起航汽车销售服务有限公司,023-58666699,重庆市万州区万全小区A-9区沙龙路三段,500000,重庆市,31,重庆,"30.768489,108.394475"
1082,重庆互邦互恒汽车销售服务有限公司,023-72209777,重庆市涪陵区鹅颈关10号,500000,重庆市,31,重庆,"29.7158947,107.367942"
1239,重庆正腾起悦汽车销售服务有限公司,023-85138666,重庆市合川区北部汽车园,500000,重庆市,31,重庆,"29.9451220000,106.2873570000"
1243,秀山县华盛汽车销售服务有限公司,023-87985777,重庆市秀山县中和街道花灯大道武陵汽博中心,500000,重庆市,31,重庆,"28.4648470000,109.0266930000"
765,河北天巧汽车贸易有限公司,0311-67260599,石家庄市北二环与建华大街交口国际汽车贸易园北门南行1000米路西,130100,石家庄市,130000,河北省,"38.076532,114.55582"
877,石家庄润丰汽车贸易有限公司,0311-87711118,石家庄市北二环西路328号（北二环与西三庄大街交叉口路南）,130100,石家庄市,130000,河北省,"38.0916013,114.456649"
878,河北合众汽车贸易有限公司,0311-85071222,河北省石家庄市裕华区南二环与富强大街交叉口西行50米路北,130100,石家庄市,130000,河北省,"38.007879,114.528547"
815,唐山悦众汽车销售服务有限公司,0315-5116661,唐山市西外环机场路立交桥北侧荣川汽车园区,130200,唐山市,130000,河北省,"39.677113,118.112742"
875,唐山冀东东风悦达起亚汽车销售服务有限公司,0315-2863878,唐山市路南区复兴路与吉祥路交叉口南行500米,130200,唐山市,130000,河北省,"39.600686,118.204008"
1036,唐山庞大龙华庆汽车销售服务有限公司,0315-5253777,唐山市开平新城道口南行200米路东,130200,唐山市,130000,河北省,"39.661937,118.268322"
1142,迁安庞大华泓汽车销售有限公司,0315-5351555,迁安市迁安镇丰安大路2106号,130200,唐山市,130000,河北省,"39.984634,118.741281"
803,秦皇岛凯通汽车销售有限公司,0335-8881111,河北省秦皇岛市经济开发区秦皇西大街293号,130300,秦皇岛市,130000,河北省,"39.92387,119.493006"
948,秦皇岛新秦东风悦达起亚汽车销售服务有限公司,0335-5307777,河北省秦皇岛市经济技术开发区峨眉山路以西新管委西对面,130300,秦皇岛市,130000,河北省,"39.945871,119.535647"
600,邯郸市宇泰汽车贸易有限公司,0310-5625187,邯郸市邯山区东环路与邯大路交叉口西行100米路北,130400,邯郸市,130000,河北省,"36.561254,114.533792"
879,邯郸市华达汽车销售服务有限公司,0310-5760558,邯郸市渚河路西头4号路北,130400,邯郸市,130000,河北省,"36.594653,114.479517"
1028,邯郸市华旗汽车销售服务有限公司,0310-5708181,河北省邯郸市丛台区北环路与中华大街交叉口东行500米路南,130400,邯郸市,130000,河北省,"36.66082,114.511009"
944,邢台市华悦汽车贸易有限公司,0319-3227111/ 0319-3227222,邢台市迎宾路世纪名都西侧,130500,邢台市,130000,河北省,"37.111354,114.538022"
640,保定致悦汽车销售服务有限公司,0312-5891111,保定市东三环与东风路交叉口南行800米路东,130600,保定市,130000,河北省,"38.861016,115.567762"
642,高碑店市起悦汽车贸易有限公司,0312-6557111,河北省高碑店市112线老看守所东行150米路南,130600,保定市,130000,河北省,"39.344164,115.896057"
763,定州市双悦汽车贸易有限公司,0312-2100555,河北省定州市定曲路保定工业学校路西500米路北,130600,保定市,130000,河北省,"38.556072,114.928287"
876,保定市广龙东风悦达起亚汽车贸易服务有限公司,0312-7916770/771/5903116,保定市朝阳北大街1288号,130600,保定市,130000,河北省,"38.909549,115.474075"
990,保定庞大龙华庆汽车销售服务有限公司,0312-8015533,保定市朝阳路最南端清苑庞大汽车城,130600,保定市,130000,河北省,"38.757269,115.495408"
